0,4547,4546,"920                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
-1,1002,73,3340,20030204,188,670,670,0,20000801,1,11,0,3,0,2,GREG,MCMURDO,E,"3922 LITTLE STREET",,LUFKIN,TX,75904,3305447686,3305447686,F,19350519,0,280324162,20030123,33.96,,20021122,135.85,338.79,0,1,1,1,0,20030211,593.9,285.9,,0,M,,0,0,Y,401.0,"275.2,1",M,,,,0,0,1,0,499,0,0,0,0,0,0,0,0,0,0,0,000000000000,,,"SS     ",0,338.79,0,C,"                                                                                                                                                                                                                                                                                                                                               "
-1,1003,6,4,20000729,12,0,0,0,20000801,0,11,0,1,0,5,CARLA,SICKLER,J,"1291 ROY ALLEY",,HOUSTON,TX,77055,3039458890,3039458890,F,19470921,0,651183740,20010624,50,,0,0,0,0,1,2,0,0,20010521,99999,,,0,,,0,0,Y,,,M,E,SELF,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,000000000000,,,"S      ",0,0,0,,"                                                                                                                                                                                                                                                                                                                                                                                             "
-1,1004,81,4268,20020201,335,1108,1108,0,20000801,2,11,0,2,0,2,TOMMY,GREGORY,N,"12 ERSEL STREET",,Houston,TX,77044,2144086943,2144086943,M,19390519,0,452729312,20021120,136.96,,20021101,210.96,1108,0,1,1,1,0,20030218,494.1,487.0,,0,PPO,,0,0,Y,593.9,,M,E,,,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,000000000000,,,"S      ",0,1108,0,C,"                                                                                                                                                                                                                                                                                                                                       "
-1,1005,82,2434,20010313,506,-288.61,-288.61,298.38,20000801,3,11,0,3,0,2,CHRISTOPHER,MCDONOUGH,D,"4284 MASONIC HILL ROAD",,HIGHLANDS,TX,77562,5016140526,5016140526,M,19270822,0,430054972,20011214,34.43,,20011128,40.77,0,9.77,1,2,0,0,20011010,584.9,780.9,,0,,,0,0,Y,787.91,,M,E,"EXXON COMPANY USA",,0,0,1,0,506,0,5,0,0,0,0,0,0,0,0,0,000000000000,,,"SSS    ",0,0,0,C,"                                                                                                                                                                                                                                                                                                                           "
-1,1006,130,17,20021120,389,0,0,0,20000801,4,10,0,1,0,1,ROBERT,MORGENTHALER,H,"4663 CAROLYNS CIRCLE",,HOUSTON,TX,77063-4439,2147522438,2147522438,M,19661130,0,642055823,20010906,94,,20021101,232,0,0,1,0,0,0,20010607,V42.0,285.9,,0,,,0,0,Y,401.0,"275.2,1",M,E,"ARAMCO SERVICES",,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,000000000000,"CELL 8327259668",,"S      ",0,0,0,O,"                                                                                                                                                                                                                                                                                                                   "
-1,1007,53,8,20020415,334,405.18,405.18,72.28,20000801,5,11,0,2,0,1,JULIE,ABRAMS,D,"3419 VALLEY LANE",,MAURICEVILLE,TX,77626,5126444952,5126444952,M,19410619,0,627825662,20030113,16.09,,20010426,117.22,477.46,0,1,1,1,0,20030120,593.9,285.9,,0,,,0,0,Y,401.0,"275.2,1",M,E,"BAYER CORP",,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,000000000000,,,"SS     ",0,477.46,0,C,"                                                                                                                                                                                                                                                                                                                              "
-1,1008,249,4806,20020626,797,0,0,0,20000801,3,11,0,3,0,5,ANTONY,SMITH,L,"1453 TETRICK ROAD",,HOUSTON,TX,77016,8632565428,8632565428,M,19351030,0,594367495,20021024,41.65,,20020531,2888.3,0,0,13,1,1,0,20101210,V49.75,401.0,EXPIRED,0,NOHO,,0,0,Y,585,,M,,UNEMPLOYED,,0,0,1,0,9,0,803,0,0,0,0,0,0,0,0,0,000000000000,,,"SSS    ",0,0,0,B,"                                                                                                                                                                                                                                                                                                                                                      "
-1,1009,6,0,20000802,6,0,0,0,20000801,6,11,0,0,0,1,DANIEL,HOLTHAUS,B,"1893 TREE FROG LANE",,"RIYADH, 11461",ZZ,"55555 SA",8165564295,8165564295,F,19700322,0,497111146,20000911,51,,0,0,0,0,4,0,0,0,20000913,592.0,,,0,,,0,0,Y,,,S,E,"HANDICAPPED SCHOOL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000000000000,,,,0,0,0,Z,"                                                                                                                                                                                                                                                                                                                                                                                        "
-1,1010,74,3050,20030216,1485,805.81,805.81,0,20000801,2,11,0,3,0,1,STEVE,KELLY,C,"3092 CORPENING DRIVE",,Houston,TX,77057,2484192672,2484192672,M,19320106,0,369607583,20030227,20.22,,20010426,554.74,-374.88,0,1,2,2,0,20030217,V42.0,401.0,"WI 713-516-8756",0,,,0,0,Y,285.9,,M,E,"ROOFING BRANSON",,0,0,1,0,512,0,0,0,0,0,0,0,0,0,0,0,000000000000,"CELL 713-516-8755",,"SS     ",0,-374.88,0,C,"                                                                                                                                                                                                                                                                                        "
-1,1011,51,11,20021120,91,0,0,0,20000801,7,00,0,1,0,5,TOMMY,BUCK,B,"2101 NELM STREET",,HOUSTON,TX,77015-3477,5714237842,5714237842,F,19440918,0,692011857,20010215,50,,20021101,880.4,0,0,1,0,0,0,20000918,593.9,"275.2,1",,0,,,0,0,Y,285.9,401.0,M,E,"VILLAGE NORTHWEST",,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,000000000000,,,"S      ",0,0,0,B,"                                                                                                                                                                                                                                                                                                                                            "
